,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,income_rounded,signup_date_formatted,last_purchase_date_formatted
2982,2983,61,119600,1807.033387,Female,North,34,Health,50.5210619,12-02-2021,15-04-2021,119600,12-02-2021,15-04-2021
2983,2984,27,58200,165.1455199,Male,South,45,Home & Garden,3.007222748,15-03-2021,30-08-2022,58200,15-03-2021,30-08-2022
2984,2985,56,47400,1790.480674,Male,East,13,Home & Garden,96.96617588,15-07-2022,17-09-2023,47400,15-07-2022,17-09-2023
2985,2986,30,91800,471.7685092,Male,West,8,Electronics,65.60458695,12-11-2021,29-04-2022,91800,12-11-2021,29-04-2022
2988,2989,73,46000,1720.329011,Female,West,6,Electronics,65.80988848,28-07-2021,08-12-2022,46000,28-07-2021,08-12-2022
2989,2990,66,75100,1406.900634,Male,West,38,Home & Garden,36.41678629,09-04-2021,24-05-2022,75100,09-04-2021,24-05-2022
2991,2992,78,116000,171.0788593,Male,North,21,Toys,68.25719203,24-04-2021,22-01-2023,116000,24-04-2021,22-01-2023
2992,2993,59,99900,1470.746364,Male,West,44,Clothing,9.274379512,24-06-2021,23-08-2021,99900,24-06-2021,23-08-2021
2993,2994,73,90500,1241.431817,Female,East,44,Home & Garden,90.92607083,28-09-2021,29-08-2022,90500,28-09-2021,29-08-2022
2994,2995,53,25000,25.76520131,Male,South,49,Home & Garden,48.69742516,04-03-2021,08-07-2022,25000,04-03-2021,08-07-2022
2995,2996,37,22000,38.65131483,Male,West,7,Clothing,39.2944939,08-02-2022,29-03-2022,22000,08-02-2022,29-03-2022
2996,2997,21,32500,1621.410087,Male,West,26,Home & Garden,95.54621436,13-08-2021,09-08-2022,32500,13-08-2021,09-08-2022
2997,2998,71,52600,533.6114828,Male,East,15,Electronics,43.82092811,10-06-2021,11-09-2023,52600,10-06-2021,11-09-2023
2998,2999,24,96400,1279.544662,Male,West,49,Health,72.12209169,05-02-2021,27-02-2022,96400,05-02-2021,27-02-2022
3001,3002,61,24600,1835.583004,Female,North,38,Clothing,99.11427737,14-11-2021,08-07-2022,24600,14-11-2021,08-07-2022
3003,3004,62,68100,324.2945889,Male,South,15,Clothing,39.47825724,25-10-2022,26-04-2023,68100,25-10-2022,26-04-2023
3004,3005,59,40400,1728.668812,Male,South,48,Clothing,91.96134928,01-04-2022,05-07-2022,40400,01-04-2022,05-07-2022
3006,3007,76,81600,1189.815432,Male,South,16,Electronics,70.50769619,10-12-2021,12-05-2022,81600,10-12-2021,12-05-2022
3007,3008,30,64000,1021.430211,Male,South,32,Home & Garden,84.62460473,09-02-2021,06-11-2023,64000,09-02-2021,06-11-2023
3008,3009,72,102200,55.61650051,Female,West,37,Home & Garden,23.54943957,18-02-2022,23-11-2023,102200,18-02-2022,23-11-2023
3009,3010,39,23400,1866.887134,Male,North,18,Home & Garden,16.94665852,15-01-2022,15-01-2023,23400,15-01-2022,15-01-2023
3010,3011,71,108600,175.0875692,Female,West,20,Home & Garden,6.850680559,10-08-2021,04-05-2022,108600,10-08-2021,04-05-2022
3011,3012,38,96600,1382.67346,Male,North,46,Health,89.71332992,08-10-2021,06-01-2023,96600,08-10-2021,06-01-2023
3012,3013,39,117100,1574.313536,Female,North,2,Toys,20.03670947,13-08-2021,03-04-2022,117100,13-08-2021,03-04-2022
3013,3014,45,25700,1594.669941,Male,South,23,Electronics,30.77540441,02-04-2022,11-12-2023,25700,02-04-2022,11-12-2023
3014,3015,26,86900,288.2791475,Female,South,30,Health,28.58069261,03-06-2021,09-04-2022,86900,03-06-2021,09-04-2022
3016,3017,26,75900,1662.269163,Male,North,46,Toys,66.80611268,19-12-2021,23-06-2022,75900,19-12-2021,23-06-2022
3017,3018,32,51400,619.3048365,Male,South,39,Toys,95.41135587,08-02-2021,22-07-2022,51400,08-02-2021,22-07-2022
3019,3020,41,70300,560.1319075,Male,North,49,Electronics,40.76471547,13-09-2022,17-09-2022,70300,13-09-2022,17-09-2022
3021,3022,74,118300,1777.919087,Male,North,41,Toys,43.23379442,04-05-2022,19-10-2023,118300,04-05-2022,19-10-2023
3022,3023,78,64100,921.1459774,Female,South,22,Clothing,92.60427679,17-07-2021,13-09-2022,64100,17-07-2021,13-09-2022
3024,3025,25,28100,819.8730409,Female,North,14,Home & Garden,34.77348558,21-06-2021,18-11-2022,28100,21-06-2021,18-11-2022
3025,3026,41,89800,931.0320227,Female,North,48,Clothing,97.15724837,23-05-2022,16-09-2022,89800,23-05-2022,16-09-2022
3026,3027,33,107300,50.04491411,Male,North,28,Home & Garden,42.57818761,09-02-2022,04-09-2022,107300,09-02-2022,04-09-2022
3027,3028,66,39800,581.8161097,Female,West,21,Electronics,23.11748712,28-09-2021,17-08-2023,39800,28-09-2021,17-08-2023
3028,3029,43,30800,884.431809,Male,West,45,Electronics,17.77008148,08-07-2022,09-10-2022,30800,08-07-2022,09-10-2022
3029,3030,44,69500,1274.918012,Male,North,32,Home & Garden,99.51813258,02-12-2022,02-02-2023,69500,02-12-2022,02-02-2023
3031,3032,21,81900,688.8777458,Female,East,1,Toys,40.86597975,11-05-2021,04-01-2023,81900,11-05-2021,04-01-2023
3034,3035,36,52300,1850.49868,Female,North,3,Toys,31.73895736,01-02-2022,05-03-2023,52300,01-02-2022,05-03-2023
3035,3036,53,35700,1053.051587,Male,North,49,Clothing,74.33858087,20-07-2022,26-04-2023,35700,20-07-2022,26-04-2023
3037,3038,56,26400,58.50359167,Male,North,31,Clothing,50.01692292,18-01-2022,24-01-2022,26400,18-01-2022,24-01-2022
3039,3040,42,38800,458.4727649,Female,South,19,Clothing,7.702248657,30-01-2022,26-08-2022,38800,30-01-2022,26-08-2022
3043,3044,27,87800,1751.345667,Female,North,25,Health,83.90685754,08-10-2021,13-05-2022,87800,08-10-2021,13-05-2022
3046,3047,67,24800,530.4655306,Male,North,23,Health,15.03982726,11-07-2021,25-07-2023,24800,11-07-2021,25-07-2023
3047,3048,22,40400,825.5088418,Female,North,2,Clothing,38.77415283,29-09-2022,07-02-2023,40400,29-09-2022,07-02-2023
3048,3049,64,44000,930.9269512,Female,East,15,Toys,46.41107939,04-03-2022,09-08-2022,44000,04-03-2022,09-08-2022
3049,3050,66,48900,609.403942,Male,West,44,Health,29.76637948,14-12-2021,04-11-2022,48900,14-12-2021,04-11-2022
3050,3051,52,49600,85.23677913,Female,East,35,Home & Garden,72.53664481,05-03-2022,26-05-2022,49600,05-03-2022,26-05-2022
3051,3052,61,91100,1188.452264,Female,South,10,Health,91.24388127,27-01-2022,14-12-2022,91100,27-01-2022,14-12-2022
3052,3053,51,86200,1057.826242,Female,West,14,Electronics,41.24821993,07-12-2021,31-03-2023,86200,07-12-2021,31-03-2023
3054,3055,72,33800,95.19241579,Female,East,14,Home & Garden,51.67689071,06-02-2022,29-06-2022,33800,06-02-2022,29-06-2022
3055,3056,38,26600,1989.296491,Male,East,35,Clothing,52.25156268,16-02-2021,14-03-2021,26600,16-02-2021,14-03-2021
3056,3057,34,54900,974.3326499,Female,North,33,Electronics,60.02195407,27-10-2022,01-09-2023,54900,27-10-2022,01-09-2023
3057,3058,39,113700,1516.888399,Female,West,1,Electronics,26.83310651,01-03-2022,19-05-2022,113700,01-03-2022,19-05-2022
3058,3059,65,66000,915.5817894,Male,West,34,Toys,38.33605191,01-06-2022,16-03-2023,66000,01-06-2022,16-03-2023
3059,3060,54,71500,105.4771759,Female,North,19,Home & Garden,55.32374529,29-09-2022,11-12-2022,71500,29-09-2022,11-12-2022
3061,3062,52,61000,653.8180792,Female,South,42,Home & Garden,64.26925785,28-03-2021,23-01-2022,61000,28-03-2021,23-01-2022
3062,3063,45,85800,1679.93875,Male,South,4,Home & Garden,33.31165579,30-05-2022,08-04-2023,85800,30-05-2022,08-04-2023
3063,3064,24,39400,1315.375356,Female,East,36,Electronics,1.046857332,14-06-2021,28-08-2021,39400,14-06-2021,28-08-2021
3064,3065,49,74200,565.3512092,Female,South,13,Home & Garden,98.16656499,11-08-2021,03-09-2023,74200,11-08-2021,03-09-2023
3066,3067,27,43600,656.6528281,Female,North,9,Electronics,93.84951583,27-03-2022,24-04-2022,43600,27-03-2022,24-04-2022
3067,3068,26,51600,1996.503371,Female,East,39,Toys,54.93452338,09-12-2021,04-11-2023,51600,09-12-2021,04-11-2023
3068,3069,31,94800,1992.404112,Male,North,16,Toys,60.54648602,07-12-2021,18-12-2022,94800,07-12-2021,18-12-2022
3070,3071,78,80300,639.2274101,Female,East,20,Home & Garden,32.09757337,27-01-2022,03-10-2023,80300,27-01-2022,03-10-2023
3073,3074,42,115100,1065.533949,Female,South,48,Electronics,67.24799496,25-02-2022,02-09-2023,115100,25-02-2022,02-09-2023
3077,3078,38,45200,228.0931494,Female,West,42,Health,5.211132861,10-10-2022,20-08-2023,45200,10-10-2022,20-08-2023
3078,3079,35,98500,1383.034556,Female,East,48,Health,10.21150889,04-01-2021,12-11-2022,98500,04-01-2021,12-11-2022
3079,3080,20,33100,333.7358316,Female,North,8,Toys,67.45942357,12-11-2022,26-11-2023,33100,12-11-2022,26-11-2023
3081,3082,71,66000,635.8526012,Male,South,15,Clothing,59.53577798,19-03-2021,30-06-2022,66000,19-03-2021,30-06-2022
3084,3085,58,63000,1408.002309,Female,North,4,Electronics,12.96365021,21-12-2021,12-01-2023,63000,21-12-2021,12-01-2023
3085,3086,66,76600,244.2741111,Female,North,30,Home & Garden,24.86674862,02-02-2021,15-08-2022,76600,02-02-2021,15-08-2022
3086,3087,28,30400,1550.303543,Female,West,13,Clothing,82.12917848,24-10-2022,20-01-2023,30400,24-10-2022,20-01-2023
3088,3089,41,27400,1572.874034,Male,West,21,Health,94.97597947,19-05-2021,18-04-2023,27400,19-05-2021,18-04-2023
3089,3090,77,53800,1176.174548,Male,East,41,Clothing,4.874485535,29-09-2021,18-03-2022,53800,29-09-2021,18-03-2022
3090,3091,63,23800,183.2178786,Male,North,46,Clothing,79.24119972,15-07-2021,19-12-2023,23800,15-07-2021,19-12-2023
3092,3093,21,24300,158.2029801,Female,South,39,Electronics,26.08923052,15-12-2021,31-12-2021,24300,15-12-2021,31-12-2021
3093,3094,43,90300,967.8294067,Female,North,48,Home & Garden,72.91667028,13-02-2021,02-01-2022,90300,13-02-2021,02-01-2022
3095,3096,59,75200,1509.623652,Female,South,20,Electronics,45.93452031,01-09-2021,29-08-2022,75200,01-09-2021,29-08-2022
3098,3099,62,118700,1063.751643,Male,West,10,Home & Garden,33.55455961,20-03-2021,22-09-2021,118700,20-03-2021,22-09-2021
3099,3100,63,41000,1532.647129,Male,South,18,Electronics,46.64909603,09-07-2021,28-11-2023,41000,09-07-2021,28-11-2023
3100,3101,53,54100,30.05604969,Male,North,43,Clothing,89.51294815,27-03-2021,17-01-2022,54100,27-03-2021,17-01-2022
3102,3103,54,97000,410.9486578,Female,South,46,Toys,40.36881775,28-09-2021,24-01-2022,97000,28-09-2021,24-01-2022
3104,3105,53,50300,1477.782817,Male,North,18,Home & Garden,75.29994754,20-01-2021,24-01-2021,50300,20-01-2021,24-01-2021
3106,3107,26,44000,1319.281901,Female,West,22,Health,1.979873012,10-05-2021,25-09-2022,44000,10-05-2021,25-09-2022
3108,3109,50,22900,1151.822833,Female,East,18,Home & Garden,45.05540481,07-01-2021,10-09-2023,22900,07-01-2021,10-09-2023
3110,3111,23,38400,1255.439829,Female,East,23,Home & Garden,56.16633369,06-11-2021,02-05-2022,38400,06-11-2021,02-05-2022
3111,3112,58,59100,1259.674242,Female,East,1,Electronics,73.17196171,19-09-2022,25-09-2022,59100,19-09-2022,25-09-2022
3112,3113,56,24100,1784.577579,Female,East,10,Health,83.13329836,18-04-2022,22-12-2022,24100,18-04-2022,22-12-2022
3113,3114,21,54400,1021.199588,Male,South,1,Toys,64.62609446,12-04-2021,19-01-2022,54400,12-04-2021,19-01-2022
3115,3116,66,70100,626.2679226,Male,West,39,Electronics,37.37692548,15-11-2021,12-12-2021,70100,15-11-2021,12-12-2021
3117,3118,19,26100,493.7325482,Male,West,9,Electronics,95.85776816,25-01-2021,07-11-2022,26100,25-01-2021,07-11-2022
3119,3120,22,115700,1644.528652,Female,South,7,Clothing,56.62122445,06-03-2022,10-12-2023,115700,06-03-2022,10-12-2023
3120,3121,61,83000,1176.953069,Male,East,17,Toys,75.10731394,23-05-2021,14-07-2023,83000,23-05-2021,14-07-2023
3121,3122,44,89500,1026.884315,Male,South,35,Toys,6.841048498,10-12-2022,26-05-2023,89500,10-12-2022,26-05-2023
3122,3123,49,114900,650.5348943,Male,West,48,Electronics,85.5011009,19-10-2022,11-09-2023,114900,19-10-2022,11-09-2023
3123,3124,38,61600,1467.237511,Male,North,37,Home & Garden,79.70257433,29-05-2021,31-08-2023,61600,29-05-2021,31-08-2023
3125,3126,55,108100,1479.385765,Female,South,33,Health,2.198270673,24-02-2021,18-05-2021,108100,24-02-2021,18-05-2021
3127,3128,67,85100,1731.791856,Female,East,23,Health,5.426837073,29-12-2021,23-07-2023,85100,29-12-2021,23-07-2023
3131,3132,78,74800,1255.900304,Female,South,8,Electronics,69.48831055,06-03-2021,02-05-2023,74800,06-03-2021,02-05-2023
3133,3134,20,111800,1517.342508,Male,East,5,Electronics,81.15529307,22-04-2021,24-08-2022,111800,22-04-2021,24-08-2022
3134,3135,39,95900,566.3380299,Male,West,12,Home & Garden,53.35889394,20-09-2021,06-05-2023,95900,20-09-2021,06-05-2023
3138,3139,61,68700,1619.323801,Male,North,18,Clothing,45.28715846,01-01-2021,11-08-2021,68700,01-01-2021,11-08-2021
3139,3140,19,92400,725.6531886,Male,West,38,Toys,40.57538972,28-05-2021,06-02-2022,92400,28-05-2021,06-02-2022
3142,3143,52,25500,1312.15199,Male,South,26,Home & Garden,84.96270549,09-05-2021,03-07-2021,25500,09-05-2021,03-07-2021
3143,3144,51,95000,923.0770628,Female,South,40,Toys,76.09876565,30-09-2022,04-07-2023,95000,30-09-2022,04-07-2023
3144,3145,40,63700,807.591236,Male,West,3,Toys,22.09132028,28-05-2022,04-08-2022,63700,28-05-2022,04-08-2022
3146,3147,69,82700,1963.266239,Male,East,26,Health,19.65796761,17-05-2022,02-06-2022,82700,17-05-2022,02-06-2022
3147,3148,25,67200,286.799585,Female,West,19,Toys,95.42168168,29-05-2021,07-02-2023,67200,29-05-2021,07-02-2023
3148,3149,39,59700,643.3140167,Male,West,44,Health,59.81178785,26-09-2021,22-10-2021,59700,26-09-2021,22-10-2021
3149,3150,61,105700,981.2853278,Male,South,44,Toys,75.43547925,02-12-2022,12-10-2023,105700,02-12-2022,12-10-2023
3153,3154,30,86200,306.9664037,Male,South,21,Health,3.244617378,08-10-2021,16-01-2023,86200,08-10-2021,16-01-2023
3154,3155,46,106500,524.4398209,Female,North,41,Health,97.53011799,11-02-2022,20-12-2022,106500,11-02-2022,20-12-2022
3155,3156,48,81700,1830.761785,Female,West,48,Home & Garden,87.05424631,05-09-2022,11-11-2022,81700,05-09-2022,11-11-2022
3156,3157,64,92100,243.8448763,Male,North,26,Home & Garden,38.29474087,24-12-2021,04-05-2023,92100,24-12-2021,04-05-2023
3158,3159,72,69300,1519.945818,Female,North,36,Health,73.65579823,22-07-2021,16-12-2023,69300,22-07-2021,16-12-2023
3159,3160,33,85400,1623.3454,Female,North,24,Health,79.31143767,04-09-2022,18-03-2023,85400,04-09-2022,18-03-2023
3161,3162,79,69500,540.8116315,Female,North,26,Home & Garden,64.85637019,14-09-2021,19-07-2023,69500,14-09-2021,19-07-2023
3162,3163,47,95600,464.6277492,Male,East,21,Toys,2.59258943,04-04-2021,29-05-2021,95600,04-04-2021,29-05-2021
3163,3164,74,22500,941.7012197,Female,South,18,Health,84.82291326,20-11-2021,07-02-2023,22500,20-11-2021,07-02-2023
3165,3166,33,119400,1473.933778,Female,North,15,Toys,66.21234406,24-10-2022,01-09-2023,119400,24-10-2022,01-09-2023
3166,3167,29,29300,1279.160362,Female,East,6,Health,51.26696532,17-12-2021,11-07-2023,29300,17-12-2021,11-07-2023
3168,3169,33,33300,183.8218409,Male,North,31,Home & Garden,32.63612882,03-10-2022,31-12-2022,33300,03-10-2022,31-12-2022
3169,3170,29,86000,1831.865,Male,North,28,Home & Garden,62.63877958,06-07-2021,09-09-2023,86000,06-07-2021,09-09-2023
3171,3172,37,42600,991.5748049,Female,South,29,Clothing,14.26807815,26-06-2022,30-12-2022,42600,26-06-2022,30-12-2022
3172,3173,20,44400,888.4506432,Male,West,21,Electronics,14.00680055,31-10-2021,16-01-2023,44400,31-10-2021,16-01-2023
3175,3176,62,31800,1888.235228,Male,East,24,Clothing,88.92014985,01-08-2021,20-04-2022,31800,01-08-2021,20-04-2022
3176,3177,40,90100,1807.017088,Female,East,36,Health,31.19388822,10-02-2022,14-02-2023,90100,10-02-2022,14-02-2023
3177,3178,45,88200,1746.879081,Female,South,31,Electronics,4.243073725,14-05-2021,11-03-2023,88200,14-05-2021,11-03-2023
3178,3179,68,50200,161.0914986,Female,South,47,Clothing,64.98760292,07-08-2021,02-08-2023,50200,07-08-2021,02-08-2023
3179,3180,57,49500,1711.430962,Female,North,34,Clothing,68.42392266,25-02-2022,20-10-2023,49500,25-02-2022,20-10-2023
3180,3181,71,108300,1567.638182,Female,East,2,Electronics,55.3591609,15-11-2021,13-09-2022,108300,15-11-2021,13-09-2022
3181,3182,22,95200,224.9556351,Female,West,42,Toys,68.33326457,06-06-2021,10-05-2023,95200,06-06-2021,10-05-2023
3182,3183,37,25400,232.6803644,Male,West,3,Clothing,52.37543445,07-07-2021,22-08-2023,25400,07-07-2021,22-08-2023
3183,3184,57,24700,220.3043468,Male,South,30,Home & Garden,69.26328161,21-04-2022,08-12-2023,24700,21-04-2022,08-12-2023
3184,3185,73,78900,42.43853454,Male,West,8,Clothing,4.393740656,11-06-2021,24-03-2023,78900,11-06-2021,24-03-2023
3187,3188,74,49300,888.5957117,Female,South,19,Health,9.932613861,30-03-2021,02-05-2021,49300,30-03-2021,02-05-2021
3188,3189,47,27600,1090.699854,Female,North,26,Toys,23.40926362,11-06-2021,06-08-2021,27600,11-06-2021,06-08-2021
3189,3190,38,32400,1936.580198,Female,East,28,Home & Garden,19.1310618,05-02-2021,13-12-2023,32400,05-02-2021,13-12-2023
3190,3191,37,73900,525.260813,Female,North,15,Electronics,97.31313884,15-08-2021,06-03-2023,73900,15-08-2021,06-03-2023
3191,3192,23,44100,1719.7711,Male,South,14,Clothing,28.65459177,31-05-2021,25-06-2021,44100,31-05-2021,25-06-2021
3193,3194,35,37400,1147.563499,Male,West,14,Clothing,83.48745063,16-02-2021,06-05-2022,37400,16-02-2021,06-05-2022
3194,3195,25,47100,699.4842373,Female,West,3,Toys,41.91162173,17-12-2022,31-01-2023,47100,17-12-2022,31-01-2023
3197,3198,50,112100,1533.994274,Male,South,49,Toys,41.65345061,23-06-2022,27-08-2022,112100,23-06-2022,27-08-2022
3198,3199,70,38400,583.6817679,Female,South,23,Toys,32.6565455,02-12-2022,27-07-2023,38400,02-12-2022,27-07-2023
3199,3200,33,38100,1777.464492,Male,South,28,Toys,28.63394426,14-06-2021,02-12-2023,38100,14-06-2021,02-12-2023
3203,3204,51,38300,345.8647265,Male,South,13,Home & Garden,57.17191004,28-07-2022,29-01-2023,38300,28-07-2022,29-01-2023
3204,3205,78,67000,1512.287421,Male,North,27,Toys,34.36585797,07-03-2021,06-09-2021,67000,07-03-2021,06-09-2021
3205,3206,31,82800,1936.862228,Male,North,35,Home & Garden,42.15293648,21-03-2021,29-06-2021,82800,21-03-2021,29-06-2021
3208,3209,40,70300,1207.77386,Male,East,41,Clothing,79.05536796,10-05-2021,04-12-2022,70300,10-05-2021,04-12-2022
3209,3210,67,58000,1396.913129,Female,West,45,Toys,23.49282633,22-03-2022,19-10-2022,58000,22-03-2022,19-10-2022
3210,3211,62,57700,1654.407485,Female,North,40,Clothing,97.99712896,29-01-2021,12-04-2023,57700,29-01-2021,12-04-2023
3212,3213,58,68000,970.6134993,Female,North,24,Health,16.90670612,25-08-2021,18-09-2022,68000,25-08-2021,18-09-2022
3213,3214,38,29400,1080.034328,Male,East,29,Health,49.94967055,22-08-2022,24-02-2023,29400,22-08-2022,24-02-2023
3214,3215,19,96200,354.867228,Male,North,3,Toys,72.52857696,31-08-2022,28-11-2023,96200,31-08-2022,28-11-2023
3217,3218,26,67200,1669.755182,Female,West,2,Electronics,85.80779234,15-03-2022,24-05-2023,67200,15-03-2022,24-05-2023
3218,3219,18,89500,1860.226981,Male,West,20,Toys,26.17814827,16-10-2021,29-11-2021,89500,16-10-2021,29-11-2021
3221,3222,69,66800,522.9814152,Female,West,32,Toys,41.41351431,10-04-2021,16-07-2021,66800,10-04-2021,16-07-2021
3223,3224,40,116200,1966.379596,Male,South,1,Electronics,62.43937964,26-02-2022,18-08-2022,116200,26-02-2022,18-08-2022
3224,3225,43,82700,1851.454358,Male,West,38,Health,36.0999253,05-10-2022,02-07-2023,82700,05-10-2022,02-07-2023
3225,3226,21,33700,1575.624917,Male,North,35,Health,83.09030035,25-11-2022,05-01-2023,33700,25-11-2022,05-01-2023
3226,3227,35,111500,665.0434966,Female,West,7,Clothing,96.2905423,07-12-2022,08-07-2023,111500,07-12-2022,08-07-2023
3227,3228,72,25400,1637.660957,Male,North,45,Home & Garden,93.508768,18-01-2021,21-06-2022,25400,18-01-2021,21-06-2022
3232,3233,32,65300,116.1541921,Female,East,29,Health,97.74552683,23-02-2022,17-12-2022,65300,23-02-2022,17-12-2022
3233,3234,39,79600,906.9483204,Male,North,3,Health,78.34223016,15-01-2022,23-01-2023,79600,15-01-2022,23-01-2023
3234,3235,77,100100,902.3648256,Female,South,46,Health,58.05493219,23-05-2022,14-10-2023,100100,23-05-2022,14-10-2023
3235,3236,54,23600,1793.375423,Female,East,24,Health,2.635291223,24-04-2021,25-04-2021,23600,24-04-2021,25-04-2021
3236,3237,69,95400,269.7831306,Male,South,1,Clothing,82.55406915,26-05-2022,23-12-2022,95400,26-05-2022,23-12-2022
3238,3239,29,73000,311.9561489,Male,West,10,Toys,5.560651419,06-09-2022,10-02-2023,73000,06-09-2022,10-02-2023
3240,3241,66,56400,162.0288409,Female,West,36,Home & Garden,56.62508679,03-04-2021,02-03-2022,56400,03-04-2021,02-03-2022
3241,3242,59,78300,1326.542336,Male,West,9,Toys,12.85515979,07-05-2022,14-04-2023,78300,07-05-2022,14-04-2023
3242,3243,55,55200,874.5369717,Female,South,14,Clothing,38.65426632,12-04-2021,20-12-2023,55200,12-04-2021,20-12-2023
3247,3248,41,95300,227.0344722,Female,North,35,Toys,35.77960288,16-06-2021,02-12-2022,95300,16-06-2021,02-12-2022
3248,3249,59,47900,1764.388088,Female,East,7,Clothing,49.4633863,20-05-2021,09-09-2021,47900,20-05-2021,09-09-2021
3249,3250,47,78100,1064.44197,Male,West,42,Health,6.352339751,04-04-2021,31-08-2023,78100,04-04-2021,31-08-2023
